src,dst,hops,e2e_ms,http_ms,cost
la_spezia,ferrara,3,56.003,58.38,3.0
la_spezia,ferrara,3,49.725,52.281,3.0
la_spezia,ferrara,3,51.215,54.174,3.0
la_spezia,ferrara,3,49.814,52.341,3.0
la_spezia,ferrara,3,52.596,55.222,3.0
la_spezia,ferrara,3,55.339,57.754,3.0
la_spezia,ferrara,3,55.917,58.278,3.0
la_spezia,verona,3,48.045,50.43,3.0
la_spezia,verona,3,53.088,55.423,3.0
la_spezia,verona,3,47.868,50.926,3.0
la_spezia,verona,3,53.496,56.06,3.0
la_spezia,verona,3,50.765,53.515,3.0
la_spezia,verona,3,53.67,56.571,3.0
la_spezia,verona,3,49.736,51.979,3.0
la_spezia,verona,3,51.458,53.972,3.0
la_spezia,verona,3,49.938,52.596,3.0
la_spezia,verona,3,53.449,56.42,3.0
la_spezia,verona,3,48.14,50.892,3.0
la_spezia,verona,3,55.405,57.749,3.0
la_spezia,verona,3,47.551,50.293,3.0
la_spezia,verona,3,53.278,55.929,3.0
la_spezia,verona,3,49.188,51.897,3.0
la_spezia,verona,3,51.273,53.986,3.0
la_spezia,verona,3,49.702,52.342,3.0
la_spezia,verona,3,53.703,56.172,3.0
la_spezia,verona,3,49.761,52.513,3.0
la_spezia,verona,3,55.443,57.955,3.0
padova,pavia,2,47.222,49.507,2.0
padova,pavia,2,48.962,51.761,2.0
padova,pavia,2,43.716,46.304,2.0
padova,pavia,2,50.053,52.415,2.0
padova,pavia,2,45.46,48.045,2.0
padova,pavia,2,46.658,49.594,2.0
padova,pavia,2,45.656,48.098,2.0
padova,pavia,2,46.466,48.871,2.0
padova,pavia,2,45.989,48.807,2.0
padova,pavia,2,49.706,52.009,2.0
padova,pavia,2,49.322,52.027,2.0
padova,pavia,2,47.904,50.319,2.0
padova,pavia,2,43.522,46.302,2.0
padova,pavia,2,48.307,51.026,2.0
padova,pavia,2,45.629,48.025,2.0
padova,pavia,2,48.314,51.37,2.0
padova,pavia,2,45.512,47.934,2.0
padova,pavia,2,45.753,48.375,2.0
padova,pavia,2,45.214,48.178,2.0
padova,pavia,2,47.781,50.122,2.0
padova,ferrara,1,38.842,41.456,1.0
padova,ferrara,1,46.238,48.946,1.0
padova,ferrara,1,39.253,42.12,1.0
padova,ferrara,1,43.392,45.932,1.0
padova,ferrara,1,41.06,43.379,1.0
padova,ferrara,1,40.443,42.664,1.0
padova,ferrara,1,41.236,43.636,1.0
padova,ferrara,1,43.308,46.313,1.0
padova,ferrara,1,67.2,70.639,1.0
padova,ferrara,1,43.729,46.62,1.0
padova,ferrara,1,40.024,42.762,1.0
padova,ferrara,1,42.977,47.205,1.0
padova,ferrara,1,39.028,41.366,1.0
padova,ferrara,1,45.684,48.237,1.0
padova,ferrara,1,41.287,43.636,1.0
padova,ferrara,1,41.273,43.863,1.0
padova,ferrara,1,41.073,43.974,1.0
padova,ferrara,1,41.01,43.836,1.0
padova,ferrara,1,41.183,44.078,1.0
padova,ferrara,1,46.934,49.084,1.0
padova,verona,1,42.194,44.073,1.0
padova,verona,1,44.444,46.641,1.0
padova,verona,1,39.309,41.706,1.0
padova,verona,1,43.375,46.095,1.0
padova,verona,1,46.823,49.032,1.0
padova,verona,1,43.773,46.851,1.0
padova,verona,1,41.07,43.747,1.0
padova,verona,1,41.149,44.073,1.0
padova,verona,1,41.199,43.922,1.0
padova,verona,1,43.104,45.865,1.0
padova,verona,1,39.166,42.129,1.0
padova,verona,1,45.573,48.29,1.0
padova,verona,1,39.381,41.764,1.0
padova,verona,1,42.512,44.959,1.0
padova,verona,1,40.83,43.254,1.0
padova,verona,1,41.672,44.05,1.0
padova,verona,1,40.894,43.627,1.0
padova,verona,1,42.821,45.488,1.0
padova,verona,1,41.847,44.542,1.0
padova,verona,1,42.657,45.482,1.0
pavia,ferrara,3,50.086,52.379,3.0
pavia,ferrara,3,51.85,54.375,3.0
pavia,ferrara,3,47.712,50.538,3.0
pavia,ferrara,3,55.433,57.766,3.0
pavia,ferrara,3,49.623,52.085,3.0
pavia,ferrara,3,51.566,54.661,3.0
pavia,ferrara,3,49.808,52.754,3.0
pavia,ferrara,3,51.6,54.142,3.0
pavia,ferrara,3,51.543,54.293,3.0
pavia,ferrara,3,55.198,57.461,3.0
pavia,ferrara,3,47.849,50.378,3.0
pavia,ferrara,3,53.12,55.827,3.0
pavia,ferrara,3,48.576,51.077,3.0
pavia,ferrara,3,53.218,56.27,3.0
pavia,ferrara,3,49.142,51.711,3.0
pavia,ferrara,3,53.749,56.443,3.0
pavia,ferrara,3,49.663,52.629,3.0
pavia,ferrara,3,51.686,54.253,3.0
pavia,ferrara,3,56.477,58.83,3.0
pavia,ferrara,3,56.176,58.809,3.0
pavia,verona,3,48.13,50.883,3.0
pavia,verona,3,56.643,59.108,3.0
pavia,verona,3,48.271,50.661,3.0
pavia,verona,3,53.229,56.042,3.0
pavia,verona,3,49.426,51.796,3.0
pavia,verona,3,51.902,54.752,3.0
pavia,verona,3,50.67,52.963,3.0
pavia,verona,3,53.496,56.182,3.0
pavia,verona,3,49.56,52.312,3.0
pavia,verona,3,53.277,56.078,3.0
pavia,verona,3,47.712,50.598,3.0
pavia,verona,3,52.808,55.406,3.0
pavia,verona,3,47.998,50.535,3.0
pavia,verona,3,55.137,57.614,3.0
pavia,verona,3,49.951,52.717,3.0
pavia,verona,3,52.367,54.589,3.0
pavia,verona,3,49.618,52.063,3.0
pavia,verona,3,51.137,54.241,3.0
pavia,verona,3,49.472,54.176,3.0
pavia,verona,3,55.244,57.719,3.0
ferrara,verona,1,39.334,41.762,1.0
ferrara,verona,1,43.969,46.418,1.0
ferrara,verona,1,39.334,42.044,1.0
ferrara,verona,1,46.235,49.004,1.0
ferrara,verona,1,41.379,43.945,1.0
ferrara,verona,1,42.901,45.255,1.0
ferrara,verona,1,41.16,43.666,1.0
ferrara,verona,1,41.023,43.712,1.0
ferrara,verona,1,41.055,43.742,1.0
ferrara,verona,1,42.674,44.914,1.0
ferrara,verona,1,39.575,41.984,1.0
ferrara,verona,1,45.375,47.77,1.0
ferrara,verona,1,51.793,54.385,1.0
ferrara,verona,1,47.017,49.791,1.0
ferrara,verona,1,41.661,44.22,1.0
ferrara,verona,1,41.003,43.484,1.0
ferrara,verona,1,40.843,43.714,1.0
ferrara,verona,1,42.838,45.25,1.0
ferrara,verona,1,46.923,49.301,1.0
ferrara,verona,1,46.284,48.468,1.0
